conv_id,target_summary,generated_summary
hit:11360_conv:22721,My son scored 2 goals in the football game. i was so excited.,My son scored 2 goals in the football game. I was jumping and shouting his name.
hit:11369_conv:22739,My daughter who is 21 moved out recently and she came home to visit me.  I was overjoyed to see her.,My 21-year old daughter recently moved out and she came back to visit.  I
hit:11375_conv:22750,I once ordered something online_comma_ and was waiting for it for a long time. It was kind of fun to wait for it and look forward to it coming though.,I once ordered something online_comma_ and was waiting for it for a long time
hit:11377_conv:22755,I sold my truck and forgot to give him some advice on how it works. I feel like he is going to run into troubles.,I feel bad after selling my truck. I forgot to tell the buyer important things about it
hit:11380_conv:22760,My dog actually bit someone the other day.,My dog bit a child yesterday.
hit:11385_conv:22770,I snuck out of bed one night and ate someones food. It caused a fight in the house.,I snuck out of bed the other night and ate someones food.
hit:11395_conv:22790,My husband and I decided to get another dog. I was really nervous to tell his parents about it because sometimes they can be a bit judgmental of our decisions. I wasn't sure how they would react to knowing we'd already put a deposit down.,My husband and I decided to get another dog. I was nervous to tell his parents about
hit:11399_conv:22799,I am going on a vacation soon and can not wait.,I am going to Europe soon!
hit:11405_conv:22811,Going up to Pikes Peak in a few weeks for the first time since moving to colorado. Over 14k feet of awesomeness. ,Going to see Pikes Peak for the first time since moving to Colorado.
hit:11432_conv:22865,I had to work 2 open to closes at work in a row when i managed this place.The General manager Ignored all phone calls_comma_ and let me just get used.,I got fired by my general manager at my job. She decided not to answer her phone
hit:11433_conv:22866,ive been waiting on a call that never came,trying to get a hold of a long time friend of mine
hit:11447_conv:22894,When I was in middle school my sister left for college. I visited her dorm room and it was so cool. I wanted to be in college too.,When I was in middle school_comma_ my older sister went to college_com
hit:11466_conv:22932,My house was destoryed in a hurrricane. we had to rebuild,The hurricane that came through completely destoryed my house
hit:11473_conv:22947,I was in a trivia contest and to win i hit the button and won before the other person did,I won a trivia contest!
hit:11486_conv:22973,I am up for promotion and I am confident that out of four candidates I will get the job. I should get it because I do the best work ad have the best attitude.,I am up for a promotion at work. There are three other people up for it too
hit:11490_conv:22981,I came across a homeless person today.  I gave him some food and money.  I asked him about his story also.,I came across a homeless person today and talked to him for a while.
hit:11503_conv:23006,I have recently started a business with my spouse. We knew it was going to work out!,I have recently started a business with my spouse. We knew it was going to work out
hit:11504_conv:23008,I went to the movies and sat in behind a group of kids who talked throughout the entire movie. It was hard to focus on the movie with their constant blabbering.,I went to watch a movie and sat behind a group of kids who talked the whole time
hit:11508_conv:23016,i have faith my brother will do alright,My brother recently moved to a new state and i have faith he will have a good future
hit:11509_conv:23019,My friend told me a secret about his girlfriend and i didnt tell to anyone . He always tell me his secrets .,My friend told me a secret about his girlfriend and i didnt tell to anyone. He always
hit:11517_conv:23034,When I ate a small pizza to myself while on a diet! ,when i ate a small pizza to myself 
hit:11522_conv:23045,I had to take a test for work and didnt have time to study so i snuck notes in so i could get a high score. ,I had to take a test for work and didnt have time to study so i snuck
hit:11533_conv:23066,One time i heard someone outside my window. ,A few nights ago i heard a noise outside my window
hit:11537_conv:23074,My puppy fell off the couch and hurt his paw.,My puppy fell off the couch and hurt his paw.
hit:11538_conv:23077,I let my son drive the car for the first time.,I let my son drive the car for the first time.
hit:11551_conv:23102,For the first time in my life I am financially secure.,For the first time in my life I am financially secure_comma_ have my own
hit:11551_conv:23103,We just had our third kid and I think I'm good with just these three.,We just had our third kid and I think I'm good with just these three.
hit:11563_conv:23127,My sister fell ill a few weeks ago. I went to her house and made sure she had everything she needed.,My sister fell ill a few weeks ago. I went to her house to take care of
hit:11609_conv:23219,I was apprehensive when I went to my doctor's appointment.  They're doing tests for cancer.,I went to the doctor on Monday.  They did a biopsy.
hit:11611_conv:23222,I was out on a bachelor party with my friends. A girl wanted my number but I told her I already have a great girl at home.,I was out on a bachelor party with my friends. A girl wanted my number but I
hit:11614_conv:23228,I just learned that my niece was invited to the honor program in her new high school.,I just learned that my niece was invited to the honor program in her new high school.
hit:11614_conv:23229,"Roommate just walked in on me while I was... trying to... ""feel good"" if you know what I mean. So awkward. My door doesn't have a lock_comma_ either. I told him to not come in_comma_ and he just kept coming in!","Roommate just walked in on me while I was... trying to... ""feel good"
hit:11618_conv:23237,My family threw me a suprise party and i felt so happy!,My family threw a suprise get together for me.
